TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks,Revenue,Total_Cost,Profit
93642,2023-12-09,Rajiv Chowk,Hauz Khas,2.18,93.35,63.29,17.0,Smart Card,maintenance,1586.9499999999998,1075.93,511.01999999999975
111115,2022-05-12,   new delhi  ,Janakpuri West,1.68,193.07,96.66,22.0,Tourist Card,weekend,4247.54,2126.52,2121.02
71723,2023-12-29,   Laxmi Nagar  ,Model Town,0.88,52.0,96.92,18.0,Single,off-peak,936.0,1744.56,-808.56
119249,2024-11-15,Mandi House,Hauz Khas,9.21,184.76,29.46,15.0,Tourist Card,festival,2771.3999999999996,441.90000000000003,2329.4999999999995
101723,2023-02-04,Mandi House,Central Secretariat,8.05,43.15,86.52,23.0,Tourist Card,,992.4499999999999,1989.9599999999998,-997.5099999999999
82157,2022-02-26, Kashmere Gate  ,AIIMS,17.63,52.19,42.1,,Tourist Card,,,,
117365,2023-11-25,   Inderlok ,Kirti Nagar,3.25,178.04,107.41,18.0,Single,,3204.72,1933.3799999999999,1271.34
8694,2022-01-14,Noida City Centre,Barakhamba Road,9.05,113.45,82.57,27.0,Smart Card,peak,3063.15,2229.39,833.7600000000002
99830,2022-03-09,Noida City Centre,Netaji Subhash Place,14.54,58.5,112.77,21.0,Single,weekend,1228.5,2368.17,-1139.67
110064,2024-07-13,Jasola Vihar,Rajiv Chowk,1.27,143.46,63.15,22.0,Smart Card,off-peak,3156.1200000000003,1389.3,1766.8200000000004
25067,2023-03-02,Noida City Centre,Central Secretariat,7.2,177.2,20.32,23.0,Smart Card,maintenance,4075.6,467.36,3608.24
69161,2022-04-02,  JANAKPURI WEST  ,New Delhi,1.38,114.07,34.98,17.0,Smart Card,weekend,1939.1899999999998,594.66,1344.5299999999997
102848,2024-06-14,Mandi House,Rajouri Garden,10.3,132.32,102.64,16.0,Smart Card,off-peak,2117.12,1642.24,474.8799999999999
12246,2022-05-05,Laxmi Nagar,Pragati Maidan,7.43,144.1,23.93,17.0,Single,maintenance,2449.7,406.81,2042.8899999999999
8927,2023-10-13,Rajiv Chowk,Mandi House,5.39,130.37,6.98,28.0,Smart Card,peak,3650.36,195.44,3454.92
116270,2023-12-03,Rajiv Chowk,Jasola Vihar,3.67,190.68,65.87,20.0,Single,off-peak,3813.6000000000004,1317.4,2496.2000000000003
83815,2024-02-02,Jasola Vihar,Netaji Subhash Place,9.08,112.41,25.26,23.0,Tourist Card,maintenance,2585.43,580.98,2004.4499999999998
34477,2023-12-19,Rajiv Chowk,Dilshad Garden,6.57,79.62,61.64,16.0,Tourist Card,,1273.92,986.24,287.68000000000006
37791,2024-03-12,Mandi House,Barakhamba Road,8.69,17.04,12.0,23.0,Tourist Card,weekend,391.91999999999996,276.0,115.91999999999996
49178,2022-09-23,Rajiv Chowk,Mandi House,11.89,20.2,10.36,24.0,Smart Card,maintenance,484.79999999999995,248.64,236.15999999999997
68547,2022-02-15,Inderlok,Dilshad Garden,1.48,139.36,61.77,17.0,Single,off-peak,2369.1200000000003,1050.0900000000001,1319.0300000000002
38348,2023-04-06,  Noida City Centre ,Barakhamba Road,3.01,64.71,21.4,10.0,Tourist Card,weekend,647.0999999999999,214.0,433.0999999999999
84735,2023-06-27,AIIMS,Central Secretariat,4.03,123.89,47.84,17.0,Tourist Card,peak,2106.13,813.2800000000001,1292.85
26154,2022-07-02,Mandi House,Barakhamba Road,1.86,62.75,83.5,20.0,Single,off-peak,1255.0,1670.0,-415.0
42038,2022-01-19,New Delhi,Netaji Subhash Place,3.06,81.87,105.74,18.0,Tourist Card,weekend,1473.66,1903.32,-429.65999999999985
115655,2024-07-10,Rajiv Chowk,New Delhi,1.62,25.21,66.04,20.0,Smart Card,festival,504.20000000000005,1320.8000000000002,-816.6000000000001
103877,2024-11-10,New Delhi,Central Secretariat,4.57,94.55,26.29,26.0,Tourist Card,off-peak,2458.2999999999997,683.54,1774.7599999999998
53068,2023-07-06,Central Secretariat,Kirti Nagar,2.69,194.04,98.14,26.0,Tourist Card,maintenance,5045.04,2551.64,2493.4
12185,2022-03-21,Rajiv Chowk,Chandni Chowk,2.05,112.59,115.21,27.0,Tourist Card,,3039.9300000000003,3110.6699999999996,-70.73999999999933
97657,2024-09-17,Hauz Khas,Barakhamba Road,1.8,181.84,87.7,10.0,Smart Card,festival,1818.4,877.0,941.4000000000001
16246,2023-04-28,New Delhi,Laxmi Nagar,1.16,164.8,65.03,27.0,Smart Card,weekend,4449.6,1755.81,2693.7900000000004
86381,2022-08-22, Kashmere Gate  ,Dilshad Garden,5.62,49.38,70.35,30.0,Tourist Card,weekend,1481.4,2110.5,-629.0999999999999
21541,2024-03-06,Model Town,Hauz Khas,2.81,155.55,108.29,18.0,Tourist Card,,2799.9,1949.22,850.6800000000001
41757,2023-08-27, dilshad garden   ,Hauz Khas,23.68,155.76,108.45,23.0,Tourist Card,festival,3582.4799999999996,2494.35,1088.1299999999997
147959,2024-06-20,Rajiv Chowk,Rajouri Garden,1.4,141.72,46.54,18.0,Tourist Card,festival,2550.96,837.72,1713.24
135391,2022-06-14,Jasola Vihar,Model Town,4.55,110.81,60.19,13.0,Single,maintenance,1440.53,782.47,658.06
124964,2024-03-09,Noida City Centre,Mandi House,5.05,37.75,65.3,21.0,Smart Card,festival,792.75,1371.3,-578.55
100885,2024-08-24,Janakpuri West,Shivaji Park,1.13,26.69,105.34,20.0,Tourist Card,peak,533.8000000000001,2106.8,-1573.0
57072,2022-11-04,   Inderlok ,Dilshad Garden,2.75,87.31,75.77,23.0,Single,,2008.13,1742.7099999999998,265.4200000000003
66616,2022-11-21,   Kalkaji Mandir   ,Punjabi Bagh,4.98,96.42,48.25,18.0,Tourist Card,,1735.56,868.5,867.06
72340,2022-03-11, RAJIV CHOWK ,Barakhamba Road,3.78,140.28,7.9,20.0,Tourist Card,,2805.6,158.0,2647.6
54034,2023-08-18,Mandi House,Shivaji Park,8.79,118.74,28.57,17.0,Single,off-peak,2018.58,485.69,1532.8899999999999
47433,2022-08-19,Mandi House,Laxmi Nagar,0.96,93.62,35.32,17.0,Tourist Card,weekend,1591.54,600.44,991.0999999999999
108934,2022-06-02,Model Town,New Delhi,1.04,103.65,18.84,31.0,Tourist Card,maintenance,3213.15,584.04,2629.11
120810,2023-01-21,Laxmi Nagar,Chandni Chowk,3.51,33.14,94.88,17.0,Smart Card,weekend,563.38,1612.96,-1049.58
33405,2023-02-19,Rajiv Chowk,Old Delhi,3.21,51.84,54.0,12.0,Single,maintenance,622.08,648.0,-25.91999999999996
77424,2024-09-13,Janakpuri West,Central Secretariat,2.17,96.51,93.79,21.0,Smart Card,weekend,2026.71,1969.5900000000001,57.11999999999989
104176,2024-02-23,Noida City Centre,Mandi House,1.57,119.88,29.87,16.0,Tourist Card,festival,1918.08,477.92,1440.1599999999999
101672,2023-02-20,New Delhi,Laxmi Nagar,4.63,60.75,76.34,28.0,Tourist Card,maintenance,1701.0,2137.52,-436.52
93964,2024-10-19,Rajouri Garden,Chandni Chowk,2.42,151.52,26.03,30.0,Single,weekend,4545.6,780.9000000000001,3764.7000000000003
79009,2024-03-15,Laxmi Nagar,Central Secretariat,4.69,67.28,15.64,21.0,Tourist Card,,1412.88,328.44,1084.44
81416,2023-11-29,Rajiv Chowk,Hauz Khas,1.14,93.97,73.27,19.0,Tourist Card,off-peak,1785.43,1392.1299999999999,393.3000000000002
47254,2024-01-01, Model Town  ,Mandi House,4.54,24.47,53.57,24.0,Single,festival,587.28,1285.68,-698.4000000000001
62200,2022-09-29,Rajiv Chowk,Hauz Khas,15.48,145.53,87.27,18.0,Tourist Card,,2619.54,1570.86,1048.68
112395,2023-07-16,Kashmere Gate,Dilshad Garden,4.29,71.08,29.13,23.0,Single,weekend,1634.84,669.99,964.8499999999999
122905,2022-03-19,Janakpuri West,Rajouri Garden,3.12,185.15,52.54,15.0,Tourist Card,off-peak,2777.25,788.1,1989.15
125909,2022-04-17,Chandni Chowk,Punjabi Bagh,6.35,48.67,47.44,16.0,Smart Card,off-peak,778.72,759.04,19.680000000000064
52251,2023-07-10,New Delhi,Janakpuri West,1.08,136.09,99.46,35.0,Smart Card,peak,4763.150000000001,3481.1,1282.0500000000006
38265,2024-01-04,New Delhi,Chandni Chowk,6.44,182.79,51.2,19.0,Tourist Card,peak,3473.0099999999998,972.8000000000001,2500.2099999999996
137738,2024-02-21,Mandi House,Inderlok,3.38,109.75,57.91,24.0,Tourist Card,,2634.0,1389.84,1244.16
41399,2022-04-24, Dilshad Garden   ,Netaji Subhash Place,6.0,183.23,23.67,17.0,Smart Card,weekend,3114.91,402.39000000000004,2712.52
44467,2024-08-27,Jasola Vihar,AIIMS,3.17,161.41,115.8,16.0,Smart Card,festival,2582.56,1852.8,729.76
87993,2023-07-11,Dilshad Garden,Kirti Nagar,15.32,178.43,83.32,9.0,Single,off-peak,1605.8700000000001,749.8799999999999,855.9900000000002
15277,2023-03-22,Noida City Centre,AIIMS,4.44,29.77,80.79,8.0,Tourist Card,festival,238.16,646.32,-408.1600000000001
101444,2022-04-19,Mandi House,Barakhamba Road,3.87,52.87,98.51,15.0,Tourist Card,maintenance,793.05,1477.65,-684.6000000000001
56427,2024-05-30,Kashmere Gate,Punjabi Bagh,10.49,130.95,67.86,17.0,Single,festival,2226.1499999999996,1153.62,1072.5299999999997
83851,2024-10-01,Laxmi Nagar,Jasola Vihar,4.04,144.05,55.04,19.0,Tourist Card,festival,2736.9500000000003,1045.76,1691.1900000000003
45696,2022-12-03,Mandi House,Kalkaji Mandir,4.79,85.15,96.3,23.0,Single,weekend,1958.45,2214.9,-256.45000000000005
62019,2022-05-11,Noida City Centre,Inderlok,0.99,108.38,45.75,23.0,Tourist Card,peak,2492.74,1052.25,1440.4899999999998
44299,2024-05-02,Janakpuri West,Pragati Maidan,1.71,125.78,116.93,16.0,Tourist Card,peak,2012.48,1870.88,141.5999999999999
118714,2024-03-27,   Laxmi Nagar ,Pragati Maidan,6.1,169.71,29.73,22.0,Tourist Card,festival,3733.6200000000003,654.0600000000001,3079.5600000000004
44769,2022-06-30,Rajiv Chowk,Hauz Khas,1.07,55.53,50.41,18.0,Smart Card,maintenance,999.54,907.3799999999999,92.16000000000008
116853,2023-08-11,Noida City Centre,Pragati Maidan,0.92,185.4,75.89,20.0,Tourist Card,maintenance,3708.0,1517.8,2190.2
17024,2022-01-24,   RAJOURI GARDEN ,Kalkaji Mandir,6.54,139.57,49.94,17.0,Tourist Card,off-peak,2372.69,848.98,1523.71
149615,2024-12-09,Rajiv Chowk,Chandni Chowk,4.05,69.65,108.21,24.0,Tourist Card,off-peak,1671.6000000000001,2597.04,-925.4399999999998
96615,2024-06-06,Rajouri Garden,Chandni Chowk,10.85,193.56,25.9,10.0,Single,festival,1935.6,259.0,1676.6
45406,2024-06-19,AIIMS,Shivaji Park,2.33,32.3,59.64,21.0,Smart Card,peak,678.3,1252.44,-574.1400000000001
95305,2022-09-24,Rajouri Garden,Pragati Maidan,7.06,67.15,9.59,23.0,Tourist Card,,1544.45,220.57,1323.88
49803,2022-01-06,Rajouri Garden,Central Secretariat,0.7,141.02,60.47,20.0,Smart Card,peak,2820.4,1209.4,1611.0
42860,2023-07-16,  LAXMI NAGAR  ,Rajouri Garden,2.01,14.94,83.55,25.0,Smart Card,peak,373.5,2088.75,-1715.25
63370,2024-01-29,Rajiv Chowk,Noida City Centre,0.56,190.9,8.05,17.0,Single,,3245.3,136.85000000000002,3108.4500000000003
148457,2023-11-13,Noida City Centre,Kashmere Gate,5.39,197.86,42.27,21.0,Single,weekend,4155.06,887.6700000000001,3267.3900000000003
48956,2023-03-24,Rajiv Chowk,Old Delhi,12.64,101.64,86.24,18.0,Tourist Card,off-peak,1829.52,1552.32,277.20000000000005
40169,2022-09-19,  AIIMS  ,Mandi House,4.74,38.04,27.99,17.0,Smart Card,off-peak,646.68,475.83,170.84999999999997
29763,2024-01-09,Rajiv Chowk,Model Town,3.6,160.73,103.68,23.0,Single,off-peak,3696.79,2384.6400000000003,1312.1499999999996
30970,2022-08-02,   Hauz Khas ,Rajouri Garden,5.57,117.22,29.99,15.0,Single,maintenance,1758.3,449.84999999999997,1308.45
27891,2024-02-15,Inderlok,Rajouri Garden,1.58,133.86,115.78,23.0,Tourist Card,maintenance,3078.78,2662.94,415.84000000000015
79056,2024-06-25,Noida City Centre,Pragati Maidan,1.62,93.62,20.75,14.0,Smart Card,weekend,1310.68,290.5,1020.1800000000001
33987,2023-07-07,Rajiv Chowk,Shivaji Park,10.07,154.87,44.07,21.0,Tourist Card,maintenance,3252.27,925.47,2326.8
32460,2022-03-23,New Delhi,Barakhamba Road,17.93,161.58,111.98,15.0,Single,off-peak,2423.7000000000003,1679.7,744.0000000000002
69884,2022-09-13,  Mandi House   ,Kirti Nagar,2.42,179.87,21.0,18.0,Smart Card,,3237.66,378.0,2859.66
70021,2023-04-04,Rajiv Chowk,AIIMS,6.55,121.67,45.17,12.0,Single,festival,1460.04,542.04,918.0
20950,2022-11-13,Central Secretariat,Inderlok,2.2,62.77,12.64,19.0,Tourist Card,festival,1192.63,240.16000000000003,952.47
72745,2022-05-15,New Delhi,Model Town,4.82,124.35,65.15,14.0,Smart Card,maintenance,1740.8999999999999,912.1000000000001,828.7999999999997
60397,2022-01-06,Rajiv Chowk,Jasola Vihar,9.51,99.96,44.25,24.0,Tourist Card,festival,2399.04,1062.0,1337.04
96197,2023-08-10,Rajouri Garden,Chandni Chowk,5.26,191.84,118.35,18.0,Tourist Card,peak,3453.12,2130.2999999999997,1322.8200000000002
133614,2024-11-26,Kashmere Gate,Barakhamba Road,2.47,191.43,37.7,16.0,Single,off-peak,3062.88,603.2,2459.6800000000003
104097,2024-11-27,Noida City Centre,Pragati Maidan,11.47,12.71,61.22,19.0,Tourist Card,peak,241.49,1163.18,-921.69
96279,2022-03-08,New Delhi,Barakhamba Road,11.41,147.1,98.8,20.0,Single,weekend,2942.0,1976.0,966.0
94809,2023-05-21,Hauz Khas,New Delhi,1.79,98.26,77.76,,Tourist Card,off-peak,,,
24034,2023-04-07,Chandni Chowk,Shivaji Park,4.64,20.05,60.79,27.0,Smart Card,festival,541.35,1641.33,-1099.98
68353,2023-08-04,Inderlok,Rajiv Chowk,0.91,38.27,92.2,27.0,Single,weekend,1033.2900000000002,2489.4,-1456.11
39629,2022-05-09, Rajouri Garden ,Noida City Centre,5.53,134.43,119.35,13.0,Smart Card,weekend,1747.5900000000001,1551.55,196.0400000000002
120647,2022-02-01,   MANDI HOUSE ,Central Secretariat,7.19,195.76,46.11,23.0,Tourist Card,off-peak,4502.48,1060.53,3441.95
93534,2024-04-09,Central Secretariat,Kashmere Gate,3.98,40.59,116.48,21.0,Single,maintenance,852.3900000000001,2446.08,-1593.6899999999998
120621,2023-01-31,Inderlok,Old Delhi,5.15,139.5,105.84,18.0,Smart Card,peak,2511.0,1905.1200000000001,605.8799999999999
38250,2023-06-30,Noida City Centre,Laxmi Nagar,2.02,179.85,102.33,16.0,Tourist Card,peak,2877.6,1637.28,1240.32
41110,2024-09-11,Laxmi Nagar,Shivaji Park,2.71,73.14,95.34,21.0,Tourist Card,,1535.94,2002.14,-466.20000000000005
18815,2023-06-24,New Delhi,AIIMS,4.07,196.54,13.88,15.0,Single,peak,2948.1,208.20000000000002,2739.9
46031,2023-11-07,Mandi House,Janakpuri West,1.3,166.76,6.14,26.0,Smart Card,maintenance,4335.76,159.64,4176.12
61824,2024-01-31,Model Town,New Delhi,1.56,186.15,75.47,15.0,Smart Card,off-peak,2792.25,1132.05,1660.2
33477,2022-07-28, AIIMS   ,Central Secretariat,1.12,172.92,54.79,21.0,Tourist Card,maintenance,3631.3199999999997,1150.59,2480.7299999999996
26883,2023-11-09,Noida City Centre,Rajiv Chowk,5.53,85.84,113.68,10.0,Tourist Card,peak,858.4000000000001,1136.8000000000002,-278.4000000000001
1060,2023-11-19,Noida City Centre,Rajouri Garden,5.72,187.08,54.07,20.0,Tourist Card,festival,3741.6000000000004,1081.4,2660.2000000000003
140148,2024-04-03,Janakpuri West,Barakhamba Road,13.09,155.18,94.75,17.0,Smart Card,,2638.06,1610.75,1027.31
13241,2022-09-15,Jasola Vihar,Pragati Maidan,5.82,66.86,52.34,17.0,Tourist Card,festival,1136.62,889.7800000000001,246.8399999999998
95183,2022-03-12,Noida City Centre,Chandni Chowk,2.79,112.76,63.36,18.0,Tourist Card,festival,2029.68,1140.48,889.2
77560,2022-05-28,Chandni Chowk,Shivaji Park,3.13,23.83,60.8,21.0,Smart Card,festival,500.42999999999995,1276.8,-776.37
62361,2024-02-01,New Delhi,Kirti Nagar,10.3,76.08,33.06,20.0,Tourist Card,peak,1521.6,661.2,860.3999999999999
5767,2022-10-04,Jasola Vihar,Dilshad Garden,3.98,66.43,94.49,23.0,Single,maintenance,1527.89,2173.27,-645.3799999999999
53059,2024-07-22,Rajiv Chowk,Kashmere Gate,5.45,136.51,97.81,15.0,Single,,2047.6499999999999,1467.15,580.4999999999998
26571,2022-02-04,Rajouri Garden,Pragati Maidan,7.93,165.33,60.28,23.0,Tourist Card,off-peak,3802.59,1386.44,2416.15
53401,2024-11-22,Rajiv Chowk,Shivaji Park,1.83,86.07,62.15,17.0,Smart Card,peak,1463.1899999999998,1056.55,406.6399999999999
104488,2022-07-14,Hauz Khas,Shivaji Park,3.8,180.32,30.13,20.0,Tourist Card,off-peak,3606.3999999999996,602.6,3003.7999999999997
54764,2024-01-28,New Delhi,Kashmere Gate,3.13,197.83,30.73,16.0,Smart Card,off-peak,3165.28,491.68,2673.6000000000004
92620,2024-10-18,Mandi House,New Delhi,2.24,99.13,35.39,21.0,Single,,2081.73,743.19,1338.54
87137,2024-12-30,Mandi House,Noida City Centre,3.29,177.35,20.68,16.0,Smart Card,maintenance,2837.6,330.88,2506.72
9664,2022-02-12,Kalkaji Mandir,Punjabi Bagh,4.36,72.05,81.09,24.0,Tourist Card,peak,1729.1999999999998,1946.16,-216.96000000000026
43428,2024-08-18,Kalkaji Mandir,Laxmi Nagar,3.72,199.02,53.06,14.0,Tourist Card,festival,2786.28,742.84,2043.44
89864,2022-02-19,Rajiv Chowk,Pragati Maidan,3.4,139.84,47.75,21.0,Tourist Card,maintenance,2936.64,1002.75,1933.8899999999999
77102,2022-05-27,Noida City Centre,Kalkaji Mandir,20.26,11.61,101.4,16.0,Tourist Card,maintenance,185.76,1622.4,-1436.64
17836,2022-09-14,Janakpuri West,Noida City Centre,4.58,154.94,40.16,20.0,Smart Card,,3098.8,803.1999999999999,2295.6000000000004
111637,2022-06-14,Laxmi Nagar,AIIMS,1.93,141.73,14.73,7.0,Smart Card,festival,992.1099999999999,103.11,888.9999999999999
66164,2024-09-06,   chandni chowk ,Punjabi Bagh,4.34,27.06,40.04,28.0,Smart Card,festival,757.68,1121.12,-363.43999999999994
69239,2024-01-26,Janakpuri West,Punjabi Bagh,0.63,73.55,13.33,18.0,Smart Card,festival,1323.8999999999999,239.94,1083.9599999999998
133143,2024-01-30,Mandi House,Chandni Chowk,5.14,65.67,117.63,20.0,Tourist Card,maintenance,1313.4,2352.6,-1039.1999999999998
38280,2022-02-12,Dilshad Garden,Rajouri Garden,16.93,49.63,60.82,16.0,Tourist Card,weekend,794.08,973.12,-179.03999999999996
124089,2022-09-08,Inderlok,Rajiv Chowk,0.62,138.79,106.03,22.0,Single,peak,3053.3799999999997,2332.66,720.7199999999998
37503,2022-11-27,Rajiv Chowk,Rajouri Garden,5.25,180.15,78.91,25.0,Smart Card,festival,4503.75,1972.75,2531.0
108792,2022-06-29,Noida City Centre,Punjabi Bagh,2.34,86.85,24.28,19.0,Single,peak,1650.1499999999999,461.32000000000005,1188.83
68124,2023-06-30,Hauz Khas,AIIMS,3.45,39.97,32.67,19.0,Single,weekend,759.43,620.73,138.69999999999993
131354,2024-07-03,   Kashmere Gate ,Shivaji Park,4.53,106.77,93.9,18.0,Single,off-peak,1921.86,1690.2,231.65999999999985
79606,2022-12-07,Dilshad Garden,Shivaji Park,1.99,128.24,112.8,26.0,Tourist Card,weekend,3334.2400000000002,2932.7999999999997,401.4400000000005
144449,2023-06-01,Chandni Chowk,Model Town,0.82,158.85,23.16,21.0,Smart Card,peak,3335.85,486.36,2849.49
64155,2022-09-23,Kalkaji Mandir,Janakpuri West,1.66,185.8,68.14,27.0,Tourist Card,maintenance,5016.6,1839.78,3176.8200000000006
131923,2024-03-31, NOIDA CITY CENTRE  ,Jasola Vihar,1.72,78.4,79.24,24.0,Smart Card,festival,1881.6000000000001,1901.7599999999998,-20.159999999999627
149073,2022-10-09,   Model Town   ,Rajouri Garden,3.64,77.21,102.31,15.0,Single,off-peak,1158.1499999999999,1534.65,-376.5000000000002
5367,2023-11-01,  Janakpuri West  ,Chandni Chowk,3.05,185.29,5.38,15.0,Single,maintenance,2779.35,80.7,2698.65
44019,2023-03-14, New Delhi ,Pragati Maidan,19.68,49.89,116.19,16.0,Smart Card,maintenance,798.24,1859.04,-1060.8
22606,2024-12-04,  kashmere gate   ,Dilshad Garden,3.5,23.89,24.48,12.0,Tourist Card,off-peak,286.68,293.76,-7.079999999999984
99804,2023-07-30,  Chandni Chowk   ,Noida City Centre,5.02,115.64,99.35,31.0,Tourist Card,peak,3584.84,3079.85,504.99000000000024
116687,2023-08-19,Noida City Centre,Rajouri Garden,4.48,141.15,43.7,12.0,Tourist Card,weekend,1693.8000000000002,524.4000000000001,1169.4
53010,2022-02-26,Laxmi Nagar,Dilshad Garden,6.39,56.78,15.32,17.0,Single,off-peak,965.26,260.44,704.8199999999999
91255,2023-08-02,Rajiv Chowk,Janakpuri West,9.62,10.66,97.33,20.0,Single,,213.2,1946.6,-1733.3999999999999
87557,2022-09-03,Rajiv Chowk,Kirti Nagar,5.67,145.19,34.58,22.0,Tourist Card,festival,3194.18,760.76,2433.42
95979,2022-10-07,   Janakpuri West ,Rajiv Chowk,5.82,80.12,28.9,24.0,Tourist Card,peak,1922.88,693.5999999999999,1229.2800000000002
138611,2022-06-13,Rajouri Garden,Old Delhi,3.43,169.75,118.07,20.0,Single,festival,3395.0,2361.3999999999996,1033.6000000000004
92593,2023-03-16, Jasola Vihar   ,Noida City Centre,2.11,160.09,54.93,14.0,Single,off-peak,2241.26,769.02,1472.2400000000002
19316,2024-12-01,   janakpuri west   ,Netaji Subhash Place,1.01,44.85,43.89,23.0,Smart Card,peak,1031.55,1009.47,22.079999999999927
64769,2022-12-12,New Delhi,Kalkaji Mandir,12.5,138.14,7.95,25.0,Smart Card,peak,3453.4999999999995,198.75,3254.7499999999995
26131,2023-01-08,New Delhi,Mandi House,6.27,152.87,98.16,18.0,Tourist Card,festival,2751.66,1766.8799999999999,984.78
68284,2022-03-18,Rajiv Chowk,Barakhamba Road,7.47,93.41,30.5,20.0,Single,maintenance,1868.1999999999998,610.0,1258.1999999999998
49881,2024-12-27,Rajiv Chowk,Inderlok,4.05,192.66,70.12,19.0,Single,,3660.54,1332.2800000000002,2328.2599999999998
113442,2023-12-25,  Noida City Centre  ,Central Secretariat,23.51,171.92,67.53,28.0,Tourist Card,peak,4813.759999999999,1890.8400000000001,2922.919999999999
5762,2024-10-22,Inderlok,Punjabi Bagh,2.85,112.81,10.1,20.0,Tourist Card,peak,2256.2,202.0,2054.2
133337,2022-01-25,Hauz Khas,Jasola Vihar,6.64,150.3,89.84,15.0,Tourist Card,maintenance,2254.5,1347.6000000000001,906.8999999999999
108458,2022-05-22,Rajiv Chowk,Noida City Centre,3.12,88.55,91.38,22.0,Tourist Card,off-peak,1948.1,2010.36,-62.25999999999999
79102,2023-02-27,Rajiv Chowk,Kashmere Gate,1.36,186.14,17.39,21.0,Smart Card,off-peak,3908.9399999999996,365.19,3543.7499999999995
25879,2023-08-04,Kalkaji Mandir,Model Town,0.68,53.37,41.22,21.0,Tourist Card,maintenance,1120.77,865.62,255.14999999999998
79928,2024-03-15,Rajiv Chowk,Model Town,13.44,160.45,40.34,12.0,Tourist Card,festival,1925.3999999999999,484.08000000000004,1441.3199999999997
145919,2023-04-01, AIIMS   ,Inderlok,1.55,127.13,72.35,16.0,Tourist Card,maintenance,2034.08,1157.6,876.48
119123,2024-08-30,Rajiv Chowk,Dilshad Garden,4.5,69.58,54.11,24.0,Smart Card,maintenance,1669.92,1298.6399999999999,371.2800000000002
45219,2023-06-28,Noida City Centre,Rajiv Chowk,1.71,49.46,55.52,12.0,Tourist Card,,593.52,666.24,-72.72000000000003
123646,2023-06-01,Rajiv Chowk,Jasola Vihar,6.73,111.18,106.43,25.0,Single,peak,2779.5,2660.75,118.75
123559,2023-12-26,Dilshad Garden,Laxmi Nagar,0.63,145.36,11.54,17.0,Single,weekend,2471.1200000000003,196.17999999999998,2274.9400000000005
105082,2024-02-15,  NOIDA CITY CENTRE ,Kashmere Gate,6.27,148.15,117.94,19.0,Smart Card,peak,2814.85,2240.86,573.9899999999998
142772,2024-01-31,Mandi House,Punjabi Bagh,8.22,92.07,35.49,19.0,Single,off-peak,1749.33,674.3100000000001,1075.02
34591,2022-05-24,   noida city centre ,Dilshad Garden,0.8,109.39,92.85,15.0,Tourist Card,off-peak,1640.85,1392.75,248.0999999999999
127166,2024-05-09,Rajiv Chowk,Dilshad Garden,2.25,15.69,34.95,18.0,Single,weekend,282.42,629.1,-346.68
93935,2023-10-08,Noida City Centre,Kalkaji Mandir,16.75,51.97,67.55,24.0,Single,maintenance,1247.28,1621.1999999999998,-373.91999999999985
110323,2022-01-01,Noida City Centre,Rajouri Garden,4.73,72.06,36.1,20.0,Single,,1441.2,722.0,719.2
133713,2022-01-27,Noida City Centre,Hauz Khas,4.88,56.99,22.31,26.0,Single,weekend,1481.74,580.06,901.6800000000001
100114,2024-08-04,Inderlok,Rajiv Chowk,2.47,23.64,24.69,17.0,Smart Card,maintenance,401.88,419.73,-17.850000000000023
35042,2024-02-11,   Kashmere Gate  ,AIIMS,7.66,87.25,118.03,24.0,Smart Card,,2094.0,2832.7200000000003,-738.7200000000003
139079,2022-09-22,Inderlok,Pragati Maidan,1.04,18.46,80.41,19.0,Smart Card,weekend,350.74,1527.79,-1177.05
106960,2024-11-08,Noida City Centre,AIIMS,3.54,69.34,54.2,29.0,Tourist Card,weekend,2010.8600000000001,1571.8000000000002,439.05999999999995
129112,2022-04-06,Kashmere Gate,Janakpuri West,7.58,99.13,28.75,19.0,Single,peak,1883.4699999999998,546.25,1337.2199999999998
57245,2022-04-20,  Central Secretariat   ,Rajouri Garden,0.65,87.82,31.91,,Tourist Card,peak,,,
97619,2022-03-26,Kalkaji Mandir,AIIMS,3.34,193.67,67.79,18.0,Smart Card,festival,3486.06,1220.22,2265.84
7768,2023-02-18,Kashmere Gate,Shivaji Park,1.93,119.4,66.43,18.0,Smart Card,,2149.2000000000003,1195.7400000000002,953.46
27830,2022-07-13,  KASHMERE GATE  ,Punjabi Bagh,6.6,101.02,106.38,25.0,Smart Card,festival,2525.5,2659.5,-134.0
23531,2022-01-03,   KASHMERE GATE   ,Chandni Chowk,7.98,189.07,31.0,16.0,Single,maintenance,3025.12,496.0,2529.12
17841,2024-07-31,Rajiv Chowk,Rajiv Chowk,14.66,181.67,6.86,24.0,Smart Card,weekend,4360.08,164.64000000000001,4195.44
1813,2022-10-18,Laxmi Nagar,New Delhi,6.75,173.98,16.27,23.0,Tourist Card,festival,4001.54,374.21,3627.33
31466,2023-09-01,Laxmi Nagar,Mandi House,0.68,158.89,115.2,24.0,Smart Card,off-peak,3813.3599999999997,2764.8,1048.5599999999995
75645,2022-01-25,Rajouri Garden,Kashmere Gate,1.36,172.46,42.97,15.0,Smart Card,,2586.9,644.55,1942.3500000000001
138735,2023-06-26,New Delhi,Kirti Nagar,11.42,78.14,15.45,32.0,Smart Card,festival,2500.48,494.4,2006.08
